article_name,country,revision_id,population,article_quality
Jinkee Pacquiao,Philippines,797937190,"102,965,300",Start
Mangubat (surname),Philippines,798112906,"102,965,300",GA
Fredenil Castro,Philippines,798166384,"102,965,300",Stub
Jaime Ongpin,Philippines,798349303,"102,965,300",Stub
Jamby Madrigal,Philippines,798351202,"102,965,300",C
"Ismael Abubakar, Jr.",Philippines,798412502,"102,965,300",Stub
Joker Arroyo,Philippines,798553329,"102,965,300",C
Wenceslao Vinzons,Philippines,798588592,"102,965,300",C
Rommel Padilla,Philippines,798621567,"102,965,300",C
Luis Villafuerte,Philippines,798809832,"102,965,300",Start
Isauro Gabaldón,Philippines,798876226,"102,965,300",Start
Danilo Lagbas,Philippines,798897554,"102,965,300",Stub
Mikee Romero,Philippines,798999842,"102,965,300",Start
Victor de Padua,Philippines,799160873,"102,965,300",Stub
Lou Veloso,Philippines,799184140,"102,965,300",Start
Amelia Gordon,Philippines,799188021,"102,965,300",Start
Nene Go,Philippines,799245202,"102,965,300",Stub
Wanda Corazon Teo,Philippines,799409893,"102,965,300",Start
Pacifico Marcos,Philippines,799440819,"102,965,300",Start
Pedro Barbin,Philippines,799490542,"102,965,300",Stub
Delia Albert,Philippines,799525543,"102,965,300",Start
Alfredo G. Marañon Jr.,Philippines,799565176,"102,965,300",Start
Kalantiaw,Philippines,799658106,"102,965,300",C
Sitti Djalia Turabin,Philippines,799728153,"102,965,300",Start
Nancy Binay,Philippines,799903239,"102,965,300",C
Renato Corona,Philippines,799916364,"102,965,300",GA
Severo Cea,Philippines,800111837,"102,965,300",Stub
Florencio Miraflores,Philippines,800242730,"102,965,300",Start
Strike Revilla,Philippines,800266751,"102,965,300",Start
Harriet Demetriou,Philippines,800428319,"102,965,300",Stub
Isidro Ungab,Philippines,800493979,"102,965,300",Start
Azim ud-Din I of Sulu,Philippines,800506490,"102,965,300",C
Victor Dominguez,Philippines,800590794,"102,965,300",Stub
Dulce Saguisag,Philippines,800613702,"102,965,300",C
Rajah Tupas,Philippines,800667768,"102,965,300",Stub
Salvador Medialdea,Philippines,800729435,"102,965,300",Start
Yoyong Martirez,Philippines,800780960,"102,965,300",Start
Solita Monsod,Philippines,800842293,"102,965,300",Start
President of the Senate of the Philippines,Philippines,800860305,"102,965,300",C
Speaker of the House of Representatives of the Philippines,Philippines,800954291,"102,965,300",B
Grace Padaca,Philippines,800960148,"102,965,300",Start
Lucy Torres Gomez,Philippines,800980249,"102,965,300",Start
Eddie Ilarde,Philippines,801020926,"102,965,300",C
Edwin Lacierda,Philippines,801182203,"102,965,300",Start
Bartolome Ramos,Philippines,801383703,"102,965,300",Stub
Philip Cezar,Philippines,801456916,"102,965,300",C
Roderick Paulate,Philippines,801483899,"102,965,300",C
Marides Fernando,Philippines,801502727,"102,965,300",Stub
Jinggoy Estrada,Philippines,801522470,"102,965,300",C
Jolo Revilla,Philippines,801620864,"102,965,300",C
Juan Miguel Zubiri,Philippines,801685381,"102,965,300",C
Cristina Gonzales,Philippines,801705450,"102,965,300",Start
Jose Mari Gonzales,Philippines,801705678,"102,965,300",Start
Kata Inocencio,Philippines,801716549,"102,965,300",Start
Benasing Macarambon,Philippines,801721043,"102,965,300",Stub
Enrique Ona,Philippines,801726003,"102,965,300",Start
Marcelino Teodoro,Philippines,801812983,"102,965,300",Start
Sultan Muliloda Datumulok,Philippines,801868026,"102,965,300",C
Timmy Chipeco,Philippines,801935788,"102,965,300",Start
Atoy Co,Philippines,802282227,"102,965,300",C
E.R. Ejercito,Philippines,802290549,"102,965,300",C
Evelio Javier,Philippines,802340469,"102,965,300",C
List of ancient Philippine consorts,Philippines,802457902,"102,965,300",B
Ambrosio Padilla,Philippines,802472235,"102,965,300",C
Haydee Yorac,Philippines,802477535,"102,965,300",Start
Paquito Ochoa Jr.,Philippines,802613001,"102,965,300",Start
Simeon Toribio,Philippines,802717761,"102,965,300",Start
Mel Mathay,Philippines,802734985,"102,965,300",Start
Lope K. Santos,Philippines,802741485,"102,965,300",C
Monsour del Rosario,Philippines,802742846,"102,965,300",C
Rolen Paulino,Philippines,802789728,"102,965,300",Start
Salvador Escudero,Philippines,802845430,"102,965,300",Start
Chris Tiu,Philippines,802941417,"102,965,300",C
Fernando Poe Jr.,Philippines,803040170,"102,965,300",C
Christopher de Leon,Philippines,803070790,"102,965,300",C
Albert Que,Philippines,803159285,"102,965,300",Stub
Eva Estrada Kalaw,Philippines,803181361,"102,965,300",GA
Jhoana Marie Tan,Philippines,803217308,"102,965,300",Start
Leonor Briones,Philippines,803415614,"102,965,300",C
Presidency of Gloria Macapagal Arroyo,Philippines,803422241,"102,965,300",GA
Florencio Vargas,Philippines,803440216,"102,965,300",Stub
Antonio Trillanes,Philippines,803590550,"102,965,300",C
Larry Silva,Philippines,803676909,"102,965,300",C
Vicente Duterte,Philippines,803706391,"102,965,300",Start
Enrique Manalo,Philippines,803851823,"102,965,300",Start
Yul Servo,Philippines,803901409,"102,965,300",Start
Francis Escudero,Philippines,803910216,"102,965,300",GA
Justiniano Borja,Philippines,803919487,"102,965,300",Start
Tito Sotto,Philippines,803946015,"102,965,300",GA
Gina Lopez,Philippines,803974546,"102,965,300",C
Geraldine Roman,Philippines,804074233,"102,965,300",C
Pepe Pimentel,Philippines,804467138,"102,965,300",Start
Nuevas Montes,Philippines,804587145,"102,965,300",Start
Henedina Abad,Philippines,804661141,"102,965,300",Stub
Vilma Santos,Philippines,804671679,"102,965,300",C
Rene Cayetano,Philippines,804686702,"102,965,300",C
Francis Tolentino,Philippines,804800428,"102,965,300",C
Leila de Lima,Philippines,804820487,"102,965,300",GA
Gat Pangil,Philippines,804883378,"102,965,300",Stub
Felixberto Serrano,Philippines,804954939,"102,965,300",Stub
Jayadewa,Philippines,805086305,"102,965,300",Start
Barangay Kagawad,Philippines,805226061,"102,965,300",Stub
Jamalul Kiram III,Philippines,805316927,"102,965,300",C
Raul del Mar,Philippines,805337492,"102,965,300",Stub
Glenn Chong,Philippines,805387450,"102,965,300",Start
Geronima Pecson,Philippines,805401507,"102,965,300",Start
Alfred Vargas,Philippines,805451049,"102,965,300",C
Angelika Dela Cruz,Philippines,805453483,"102,965,300",C
Benigno Aquino Jr.,Philippines,805455335,"102,965,300",B
Lourdes Quisumbing,Philippines,805511974,"102,965,300",Start
Carlo Loreto,Philippines,805519378,"102,965,300",C
Rajah Salalila,Philippines,805547402,"102,965,300",C
Rajah Matanda,Philippines,805601516,"102,965,300",GA
Magat Salamat,Philippines,805602881,"102,965,300",C
Imelda Marcos,Philippines,805607670,"102,965,300",FA
Lapu-Lapu,Philippines,805696455,"102,965,300",FA
Cesar Montano,Philippines,805706122,"102,965,300",GA
Bong Revilla,Philippines,805711140,"102,965,300",C
Joey Marquez,Philippines,805723313,"102,965,300",C
Aurora E. Cerilles,Philippines,805806187,"102,965,300",Stub
Herbert Bautista,Philippines,805817705,"102,965,300",C
Lakandula,Philippines,805869275,"102,965,300",GA
Miriam Defensor Santiago,Philippines,806019009,"102,965,300",B
Precious Hipolito,Philippines,806035673,"102,965,300",Start
Leni Robredo,Philippines,806057235,"102,965,300",GA
Gloria Macapagal Arroyo,Philippines,806142064,"102,965,300",GA
Arturo Enrile,Philippines,806166133,"102,965,300",C
Rajah Alon,Philippines,806179522,"102,965,300",Stub
Imee Marcos,Philippines,806184872,"102,965,300",C
Rajah Sulayman,Philippines,806287197,"102,965,300",C
Joko Diaz,Philippines,806309382,"102,965,300",Start
Gwendolyn Garcia,Philippines,806331098,"102,965,300",C
Edu Manzano,Philippines,806364022,"102,965,300",C
Luis Raymund Villafuerte,Philippines,806429269,"102,965,300",C
Robert Jaworski,Philippines,806615976,"102,965,300",C
Lani Mercado,Philippines,806641133,"102,965,300",Start
Dayang Kalangitan,Philippines,806660385,"102,965,300",Start
Rajah Gambang,Philippines,806695084,"102,965,300",Stub
Rajah Lontok,Philippines,806695103,"102,965,300",Stub
Gregorio Honasan,Philippines,806756600,"102,965,300",C
Joseph Estrada,Philippines,806772302,"102,965,300",B
Mamintal Alonto Adiong Jr.,Philippines,806794583,"102,965,300",Start
Rudy Fernandez (actor),Philippines,806817780,"102,965,300",C
Governor-General of the Philippines,Philippines,806819141,"102,965,300",C
Joel Villanueva,Philippines,806819447,"102,965,300",C
Albee Benitez,Philippines,806850908,"102,965,300",Start
Muedzul Lail Tan Kiram,Philippines,806894826,"102,965,300",C
Corazon Aquino,Philippines,806902263,"102,965,300",GA
Alan Peter Cayetano,Philippines,807044048,"102,965,300",C
Anthony Alonzo,Philippines,807089380,"102,965,300",Start
Rodrigo Duterte,Philippines,807168573,"102,965,300",GA
Datu Piang,Philippines,807190320,"102,965,300",Start
Jestoni Alarcon,Philippines,807203695,"102,965,300",Start
List of political families in the Philippines,Philippines,807272117,"102,965,300",B
Phoebe Cabagnot,Philippines,807279518,"102,965,300",C
Rajah Humabon,Philippines,807287083,"102,965,300",Start
Manny Pacquiao,Philippines,807331234,"102,965,300",C
Risa Hontiveros,Philippines,807348216,"102,965,300",C
Lito Lapid,Philippines,807353749,"102,965,300",C
Loren Legarda,Philippines,807358292,"102,965,300",GA
Sara Duterte,Philippines,807381933,"102,965,300",C
Haber Amin Asarul,Philippines,807387980,"102,965,300",Stub
Dagul,Philippines,807403634,"102,965,300",Start
Paolo Duterte,Philippines,807462822,"102,965,300",C
President of the Philippines,Philippines,807475001,"102,965,300",B
Aga Muhlach,Philippines,807479087,"102,965,300",B
King Gutierrez,Philippines,807479587,"102,965,300",Start
Template:Turkey-mayor-stub,Turkey,443633073,"78,215,000",Stub
Template:Turkey-diplomat-stub,Turkey,540004518,"78,215,000",Stub
Template:Turkey-activist-stub,Turkey,540100985,"78,215,000",Stub
Template:Turkey-politician-stub,Turkey,668918090,"78,215,000",Stub
Dilaver Bey,Turkey,669987106,"78,215,000",Stub
Ulaş Bardakçı,Turkey,709507503,"78,215,000",Start
Fikri Karadağ,Turkey,710386192,"78,215,000",Start
Sâhib Ata,Turkey,711377867,"78,215,000",Stub
Şaban Erden,Turkey,713293889,"78,215,000",Start
Saturday Mothers,Turkey,720962109,"78,215,000",C
Yakup I of Germiyan,Turkey,724707096,"78,215,000",Stub
National Women's Party of Turkey,Turkey,726204400,"78,215,000",Stub
Orhan Sefa Kilercioğlu,Turkey,726970030,"78,215,000",Stub
Suleyman Karaman,Turkey,728435162,"78,215,000",Start
List of Turkish politicians,Turkey,730049406,"78,215,000",Start
Deputy Speaker of the Grand National Assembly,Turkey,732064795,"78,215,000",Start
İhsan Saraçlar,Turkey,732977188,"78,215,000",Stub
Halil İbrahim Akça,Turkey,737382530,"78,215,000",Stub
"Ali Şahin (politician, born 1934)",Turkey,739557550,"78,215,000",Stub
Hafız Mehmet,Turkey,740811233,"78,215,000",C
Mustafa Yamulki,Turkey,740924386,"78,215,000",Start
Kemal Burkay,Turkey,742712603,"78,215,000",Stub
Template:Party Leaders in Turkey,Turkey,750256870,"78,215,000",Stub
Selim Sadak,Turkey,750369690,"78,215,000",Start
Mehdi Zana,Turkey,752949265,"78,215,000",Start
Levent Kırca,Turkey,755081843,"78,215,000",Stub
Osman Bölükbaşı,Turkey,757454782,"78,215,000",C
Özlem Türköne,Turkey,757538961,"78,215,000",Stub
Osman Öcalan,Turkey,757965912,"78,215,000",Start
Albert Jean Amateau,Turkey,759095871,"78,215,000",Start
Konstantinos Theofylaktos,Turkey,760241034,"78,215,000",Stub
Faik Ali Ozansoy,Turkey,763869726,"78,215,000",C
Şadan Fişek,Turkey,765018425,"78,215,000",Stub
Ahmet of Karaman,Turkey,771053492,"78,215,000",Stub
Abdullah Demirbaş,Turkey,772774752,"78,215,000",Start
Dündar Taşer,Turkey,773631203,"78,215,000",Stub
Mehmet Abbasoğlu,Turkey,774608396,"78,215,000",Start
Kader Sevinc,Turkey,778106394,"78,215,000",Stub
Salih Uzun,Turkey,778627892,"78,215,000",Stub
Cahit Aral,Turkey,779174710,"78,215,000",Start
Hacı Garip Taner,Turkey,780287166,"78,215,000",Start
Metin Bostancıoğlu,Turkey,780543905,"78,215,000",Stub
Nevzat Ayaz,Turkey,782204614,"78,215,000",Stub
List of the main opposition leaders of Turkey,Turkey,782287306,"78,215,000",Start
Cemil Bilsel,Turkey,782538838,"78,215,000",Start
Mazlum Kayalar,Turkey,783309982,"78,215,000",Stub
Ali Müfit Gürtuna,Turkey,783310698,"78,215,000",Stub
Gültekin Uysal,Turkey,783338437,"78,215,000",Stub
Haşim İşcan,Turkey,783434948,"78,215,000",Start
Cavit Şadi Pehlivanoğlu,Turkey,783751416,"78,215,000",Stub
İlter Türkmen,Turkey,783909091,"78,215,000",Start
Nizamettin Taş,Turkey,784003606,"78,215,000",Stub
Şenkal Atasagun,Turkey,784104454,"78,215,000",Stub
Sönmez Köksal,Turkey,784104528,"78,215,000",Stub
Medet Serhat,Turkey,784252832,"78,215,000",Start
Bekir Sami Kunduh,Turkey,784427922,"78,215,000",Start
Safa Giray,Turkey,784488126,"78,215,000",Start
Orhan Eyüpoğlu,Turkey,784677165,"78,215,000",Stub
Behice Boran,Turkey,784697338,"78,215,000",Start
Şaban Dişli,Turkey,784700651,"78,215,000",Stub
Kemal Tekden,Turkey,785454720,"78,215,000",Stub
Mahsum Korkmaz,Turkey,785939519,"78,215,000",Stub
Osman Güneş,Turkey,786587020,"78,215,000",Stub
Filiz Dinçmen,Turkey,786669561,"78,215,000",C
Mustafa Dağıstanlı,Turkey,786880668,"78,215,000",Start
Korkut Özal,Turkey,786899322,"78,215,000",Start
Necdet Karababa,Turkey,786914248,"78,215,000",Stub
Ragıp Gümüşpala,Turkey,786914798,"78,215,000",Start
Erdal İnönü,Turkey,786962550,"78,215,000",C
Sabit Osman Avcı,Turkey,787171041,"78,215,000",Stub
Celal Başkale,Turkey,787290280,"78,215,000",Start
Necdet Calp,Turkey,787329014,"78,215,000",Start
Ertuğrul Apakan,Turkey,787987967,"78,215,000",Start
Mehmet Sincar,Turkey,788277003,"78,215,000",Stub
Necmettin Karaduman,Turkey,788319554,"78,215,000",Stub
Mehmet Ali Aybar,Turkey,788389990,"78,215,000",C
Mehmet Güney,Turkey,788654286,"78,215,000",Start
Mümtaz Tarhan,Turkey,788769995,"78,215,000",Stub
Vahit Melih Halefoğlu,Turkey,788770635,"78,215,000",Start
Güldal Akşit,Turkey,788950161,"78,215,000",Stub
İdris Baluken,Turkey,788950403,"78,215,000",C
Yahya Baş,Turkey,788950413,"78,215,000",Stub
İnal Batu,Turkey,788950419,"78,215,000",Start
Süheyl Batum,Turkey,788950423,"78,215,000",Start
Yüksel Coşkunyürek,Turkey,788951381,"78,215,000",Stub
Ömer Dinçer,Turkey,788951494,"78,215,000",Start
Murat Emir,Turkey,788951696,"78,215,000",Stub
Sami Güçlü,Turkey,788951990,"78,215,000",Stub
Hilmi Güler,Turkey,788952095,"78,215,000",Start
Pelin Gündeş Bakır,Turkey,788952163,"78,215,000",Stub
Fatoş Gürkan,Turkey,788952197,"78,215,000",Stub
Leyla Güven,Turkey,788952207,"78,215,000",Start
Kadir Koçdemir,Turkey,788953031,"78,215,000",Start
Suat Kılıç,Turkey,788956047,"78,215,000",Start
Atilla Koç,Turkey,788956210,"78,215,000",Stub
Fatma Salman Kotan,Turkey,788956318,"78,215,000",Stub
Orhan Miroğlu,Turkey,788957138,"78,215,000",Stub
Umut Oran,Turkey,788957747,"78,215,000",C
"Ali Şahin (politician, born 1970)",Turkey,788958325,"78,215,000",Stub
İdris Naim Şahin,Turkey,788958359,"78,215,000",Stub
Saffet Sancaklı,Turkey,788958388,"78,215,000",Start
Cemil Şeboy,Turkey,788958568,"78,215,000",Stub
Edibe Sözen,Turkey,788958681,"78,215,000",C
İmdat Sütlüoğlu,Turkey,788958716,"78,215,000",Stub
Şamil Tayyar,Turkey,788958790,"78,215,000",Stub
Gürsel Tekin,Turkey,788958799,"78,215,000",Start
Bilal Uçar,Turkey,788958944,"78,215,000",Stub
Hamza Yerlikaya,Turkey,788960074,"78,215,000",Start
Behçet Yıldırım,Turkey,788960294,"78,215,000",Stub
Bengi Yıldız,Turkey,788960316,"78,215,000",Start
Taner Yıldız,Turkey,788960329,"78,215,000",Start
Ali Coşkun,Turkey,788961515,"78,215,000",Start
Zeki Ergezen,Turkey,788961588,"78,215,000",Stub
Ediz Hun,Turkey,788961689,"78,215,000",Start
Lütfullah Kayalar,Turkey,788961785,"78,215,000",Start
Recai Kutan,Turkey,788961799,"78,215,000",Start
Nesrin Nas,Turkey,788961825,"78,215,000",Start
Ahmet Özal,Turkey,788961848,"78,215,000",Start
"Ali Şahin (politician, born 1921)",Turkey,788961864,"78,215,000",Stub
Mehmet Ali Şahin,Turkey,788961871,"78,215,000",Start
Ekrem Alican,Turkey,789312949,"78,215,000",C
İdris Bal,Turkey,789313039,"78,215,000",Stub
Mihri Belli,Turkey,789313057,"78,215,000",C
Hayrettin Erkmen,Turkey,789313131,"78,215,000",Stub
İhsan Eryavuz,Turkey,789313142,"78,215,000",Start
Halis Öztürk,Turkey,789313478,"78,215,000",Start
Mehmet Şandır,Turkey,789313507,"78,215,000",Stub
Kıznaz Türkeli,Turkey,789313562,"78,215,000",Stub
Oktay Vural,Turkey,789313630,"78,215,000",Stub
Diyap Yıldırım,Turkey,789313644,"78,215,000",Stub
Fatih Erbakan,Turkey,789313860,"78,215,000",Stub
Hasan Âli Yücel,Turkey,789382940,"78,215,000",Stub
Abdurrahman Melek,Turkey,789621178,"78,215,000",Start
Memduh Oğuz,Turkey,789621280,"78,215,000",Start
Ahmet Çakır,Turkey,789621347,"78,215,000",Stub
Aydın Ayas,Turkey,789621591,"78,215,000",Stub
Vahdettin Özkan,Turkey,789621698,"78,215,000",Start
Tuncay Dinç,Turkey,789622209,"78,215,000",Start
Ali Fidan,Turkey,789622358,"78,215,000",Start
Hüseyin Avni Coş,Turkey,789622704,"78,215,000",Stub
Suphi Nuri İleri,Turkey,789622829,"78,215,000",Stub
Kadir Güntepe,Turkey,789623052,"78,215,000",Stub
Hasan Basri Güzeloğlu,Turkey,789623933,"78,215,000",Stub
Candan Yüceer,Turkey,789649793,"78,215,000",Start
Fatma Kaplan Hürriyet,Turkey,789650973,"78,215,000",Stub
Lale Karabıyık,Turkey,789652075,"78,215,000",Start
Nursel Aydoğan,Turkey,789653364,"78,215,000",Start
Oya Araslı,Turkey,789653478,"78,215,000",Start
Sebahat Tuncel,Turkey,789653956,"78,215,000",Start
Selma Irmak,Turkey,789653984,"78,215,000",Start
Yurdusev Özsökmenler,Turkey,789654663,"78,215,000",Start
Lale Aytaman,Turkey,789765933,"78,215,000",Start
Necdet Menzir,Turkey,789928212,"78,215,000",Stub
Osman Murat Ülke,Turkey,789985415,"78,215,000",Start
Faruk Ilgaz,Turkey,790052630,"78,215,000",Stub
Aysel Tuğluk,Turkey,790297274,"78,215,000",Start
Dursun Aksoy,Turkey,790377388,"78,215,000",Stub
Fatin Rüştü Zorlu,Turkey,790380320,"78,215,000",Start
Avni Akyol,Turkey,790419350,"78,215,000",Start
Ahmet Kutsi Tecer,Turkey,790843894,"78,215,000",Stub
Mustafa Kamalak,Turkey,790980342,"78,215,000",Stub
Zübeyir Aydar,Turkey,791144594,"78,215,000",Start
Mübeccel Göktuna,Turkey,791175381,"78,215,000",Stub
Gülkız Ürbül,Turkey,791176002,"78,215,000",Start
Kemal Türkler,Turkey,791297248,"78,215,000",Stub
Celal Adan,Turkey,791322856,"78,215,000",Stub
Ayla Akat Ata,Turkey,791322982,"78,215,000",Start
Halil Akıncı,Turkey,791323082,"78,215,000",Stub
İhsan Arslan,Turkey,791323293,"78,215,000",Stub
Emine Ayna,Turkey,791323494,"78,215,000",Start
Sevahir Bayındır,Turkey,791323659,"78,215,000",Stub
Kemal Cenap Berksoy,Turkey,791323773,"78,215,000",Stub
İsmail Bilen,Turkey,791324225,"78,215,000",Stub
Yaşar Halit Çevik,Turkey,791324539,"78,215,000",Stub
Ahmet Dağtekin,Turkey,791324666,"78,215,000",Stub
Nurettin Demirtaş,Turkey,791324756,"78,215,000",Stub
Mustafa Destici,Turkey,791327418,"78,215,000",Stub
Bilal Macit,Turkey,791414062,"78,215,000",Start
Önder Sav,Turkey,791464760,"78,215,000",Stub
Fahri Kasırga,Turkey,791624020,"78,215,000",Stub
Ünal Erkan,Turkey,791626128,"78,215,000",Stub
Birsel Lemke,Turkey,791781211,"78,215,000",Stub
Mehmet Ocaktan,Turkey,791781335,"78,215,000",Stub
Hanefi Mahçiçek,Turkey,791781597,"78,215,000",Stub
Ecmel Kutay,Turkey,791781699,"78,215,000",Stub
Filiz Koçali,Turkey,791781817,"78,215,000",Start
Emre Köprülü,Turkey,791781920,"78,215,000",Stub
Mustafa Tuncer,Turkey,791782151,"78,215,000",Start
Mehmet Müezzinoğlu,Turkey,791935428,"78,215,000",C
İsmet Yılmaz,Turkey,791955886,"78,215,000",Start
Beril Dedeoğlu,Turkey,792071122,"78,215,000",C
Ayşenur İslam,Turkey,792072764,"78,215,000",Start
Nabi Avcı,Turkey,792214736,"78,215,000",Start
Ahmet Türk,Turkey,792261880,"78,215,000",Start
Süleyman Yağcıoğlu,Turkey,792269185,"78,215,000",Stub
Murat Karayalçın,Turkey,792309300,"78,215,000",Start
Ahmet Reyiz Yılmaz,Turkey,792644443,"78,215,000",Start
Electoral history of Recep Tayyip Erdoğan,Turkey,792820066,"78,215,000",C
List of party leaders in Turkey,Turkey,792820240,"78,215,000",Start
Meral Danış Beştaş,Turkey,792851404,"78,215,000",Stub
Orhan Taşanlar,Turkey,793230605,"78,215,000",Stub
Orhan Doğan,Turkey,793231217,"78,215,000",Stub
Hatip Dicle,Turkey,793231417,"78,215,000",Start
Osman Durmuş,Turkey,793231952,"78,215,000",Stub
Alpaslan Pehlivanlı,Turkey,793232622,"78,215,000",Stub
Tevhit Karakaya,Turkey,793234219,"78,215,000",Stub
Cem Toker,Turkey,793448833,"78,215,000",Start
Fatma Girik,Turkey,793524431,"78,215,000",Start
Kaya Erdem,Turkey,793534266,"78,215,000",Stub
Zeynep Karahan Uslu,Turkey,793539164,"78,215,000",Start
Cahit Kıraç,Turkey,793547842,"78,215,000",Stub
Oğuz Tezmen,Turkey,794163446,"78,215,000",Stub
Özdem Sanberk,Turkey,794417793,"78,215,000",Stub
İsmail Hakki Akansel,Turkey,794499513,"78,215,000",Stub
Hikmet Sami Türk,Turkey,795051608,"78,215,000",Start
Turhan Tayan,Turkey,795051808,"78,215,000",Stub
Atay Aktuğ,Turkey,795204231,"78,215,000",Stub
Aydemir Güler,Turkey,795451785,"78,215,000",Stub
Dogan Kımıllı,Turkey,795464727,"78,215,000",Start
Jülide Sarıeroğlu,Turkey,795470204,"78,215,000",Start
Atila Emek,Turkey,795471289,"78,215,000",Stub
Nurettin Sözen,Turkey,795471822,"78,215,000",Stub
Selma Gürkan,Turkey,795472052,"78,215,000",Stub
Haluk Pekşen,Turkey,795472119,"78,215,000",Stub
İhsan Sabri Çağlayangil,Turkey,795545520,"78,215,000",Start
Mahmut Esat Bozkurt,Turkey,795786828,"78,215,000",C
Namık Tan,Turkey,795937822,"78,215,000",Stub
Nabi Şensoy,Turkey,795937864,"78,215,000",Stub
Aydın Güven Gürkan,Turkey,795980437,"78,215,000",Start
Bekir Bozdağ,Turkey,796989091,"78,215,000",Start
Şevket Dağ,Turkey,797401407,"78,215,000",Start
Numan Kurtulmuş,Turkey,797734394,"78,215,000",Start
Nurettin Canikli,Turkey,797761507,"78,215,000",Start
Hasan Gerçeker,Turkey,797818899,"78,215,000",Start
Necmettin Erbakan,Turkey,797846515,"78,215,000",C
Bülent Ulusu,Turkey,797846792,"78,215,000",Stub
Nihat Erim,Turkey,797846932,"78,215,000",C
Hüseyin Kalkan,Turkey,798265875,"78,215,000",Start
Tayfur Sökmen,Turkey,798379022,"78,215,000",Stub
Bahriye Üçok,Turkey,798489006,"78,215,000",Start
Ahmet Fikri Tüzer,Turkey,798499769,"78,215,000",Stub
Osman Pepe,Turkey,798636690,"78,215,000",Stub
Süleyman Soylu,Turkey,799161514,"78,215,000",Start
Sinan Oğan,Turkey,799399009,"78,215,000",Start
Aylin Nazlıaka,Turkey,799464158,"78,215,000",Start
Pervin Buldan,Turkey,799504371,"78,215,000",Start
Ravza Kavakçı Kan,Turkey,799566947,"78,215,000",Stub
Bülent Tezcan,Turkey,799574700,"78,215,000",Stub
Hasan Saka,Turkey,799731471,"78,215,000",Start
Barış Sulu,Turkey,801461330,"78,215,000",Stub
Serpil Kemalbay,Turkey,801560767,"78,215,000",Start
Emre Taner,Turkey,801603673,"78,215,000",Start
Sheikh Said,Turkey,801738918,"78,215,000",Start
Cemîl Bayik,Turkey,802014599,"78,215,000",C
Erkan Mumcu,Turkey,802304551,"78,215,000",Start
Nezihe Muhiddin,Turkey,802435250,"78,215,000",Start
Muhib Efendi,Turkey,802436516,"78,215,000",Stub
Ibrahim Heski,Turkey,802439962,"78,215,000",C
Ihsan Nuri,Turkey,802439965,"78,215,000",C
Celadet Bedir Khan,Turkey,802441246,"78,215,000",C
Reşit Ronabar,Turkey,802442826,"78,215,000",Stub
Şükrullah,Turkey,802443789,"78,215,000",Stub
Besim Bey,Turkey,802444374,"78,215,000",Stub
Emmanuel Carasso,Turkey,802444383,"78,215,000",Start
Reşat Nuri Güntekin,Turkey,802445420,"78,215,000",Start
Hüseyin Rahmi Gürpınar,Turkey,802445423,"78,215,000",Stub
Mustafa Arif Deymer,Turkey,802446425,"78,215,000",C
Halet Efendi,Turkey,802446585,"78,215,000",Start
Ahmet Kurtcebe Alptemoçin,Turkey,802471773,"78,215,000",Stub
Mesut Yılmaz,Turkey,802472019,"78,215,000",C
Güneş Taner,Turkey,802472073,"78,215,000",C
Kâmran İnan,Turkey,802472288,"78,215,000",Start
Fikri Sağlar,Turkey,802472547,"78,215,000",Start
Mehmet Altınsoy,Turkey,802473028,"78,215,000",Start
Namık Kemal Zeybek,Turkey,802473087,"78,215,000",Start
Şükrü Sina Gürel,Turkey,802473191,"78,215,000",Start
Tayyibe Gülek,Turkey,802473500,"78,215,000",Start
Mehmet Aydın,Turkey,802473602,"78,215,000",Stub
Beşir Atalay,Turkey,802473685,"78,215,000",Start
Nimet Baş,Turkey,802473991,"78,215,000",Start
Hayati Yazıcı,Turkey,802474161,"78,215,000",Start
Nazım Ekren,Turkey,802474287,"78,215,000",Start
Selma Aliye Kavaf,Turkey,802474445,"78,215,000",Start
Faruk Çelik,Turkey,802474664,"78,215,000",Start
Murat Başesgioğlu,Turkey,802474730,"78,215,000",Start
Faruk Nafız Özak,Turkey,802474831,"78,215,000",Start
Leyla Zana,Turkey,802527591,"78,215,000",C
Doğu Perinçek,Turkey,802565149,"78,215,000",C
Tansu Çiller,Turkey,802594425,"78,215,000",C
Women in Turkish politics,Turkey,802611330,"78,215,000",GA
Fatma Kurtulan,Turkey,802839303,"78,215,000",Start
Fatma Şahin,Turkey,803079488,"78,215,000",Start
Figen Yüksekdağ,Turkey,803104022,"78,215,000",Start
Önay Alpago,Turkey,803220688,"78,215,000",Start
İmren Aykut,Turkey,803236910,"78,215,000",Start
Celalettin Arif,Turkey,803406472,"78,215,000",Start
Bülent Ecevit,Turkey,803502478,"78,215,000",C
Şafak Pavey,Turkey,803591869,"78,215,000",C
Osman Baydemir,Turkey,804107345,"78,215,000",C
Halide Edib Adıvar,Turkey,804194911,"78,215,000",C
Rahşan Ecevit,Turkey,804195428,"78,215,000",Start
Emre Gönensay,Turkey,804195534,"78,215,000",Stub
Coşkun Kırca,Turkey,804195898,"78,215,000",Start
Muammer Aksoy,Turkey,804365295,"78,215,000",Start
Adnan Menderes,Turkey,804615621,"78,215,000",C
Ahmet Taner Kışlalı,Turkey,804657846,"78,215,000",Start
